record_id,产品品名,产地（国家）,产地（市）,产地（省）,单混,品名,品类一级,品类二级,商品链接,序号,序号1,序号2,序号3,标签照片,正常售价,正面图片,规格,采集平台,采集时间,优惠到手价,口味,委托方,生产商,背面图片,外包装图片,箱规,赠品图片,备注
recuQpUFoKzIow,optH3Z20Kt,中国,,,单,乐事无限薯片,休闲零食,膨化食品,#小程序://大润发优鲜/as3uQrNrGcswYJl,DRF-0007F,DRF,0007,F,image.png,8.5,image.png,104g/罐,大润发,1752156078000,7.5,鲜浓番茄味,百事食品(中国)有限公司,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,,,,,
recuQpUFBF48hV,optH3Z20Kt,中国,,,单,乐事无限薯片,休闲零食,膨化食品,#小程序://大润发优鲜/as3uQrNrGcswYJl,DRF-0007G,DRF,0007,G,image.png,8.5,image.png,104g/罐,大润发,1752156078000,7.5,翡翠黄瓜味,百事食品(中国)有限公司,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,,,,,
recuQpV72tJDjP,optH3Z20Kt,中国,,,单,乐事无限薯片,休闲零食,膨化食品,#小程序://大润发优鲜/as3uQrNrGcswYJl,DRF-0007H,DRF,0007,H,image.png,8.8,image.png,104g/罐,大润发,1752156078000,7.8,黑椒牛扒味,百事食品(中国)有限公司,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,,,,,
recuQpV7hvUbqh,optH3Z20Kt,中国,,,单,乐事无限薯片,休闲零食,膨化食品,#小程序://大润发优鲜/as3uQrNrGcswYJl,DRF-0007I,DRF,0007,I,image.png,8.5,image.png,104g/罐,大润发,1752156078000,7.5,香浓红烧肉味,百事食品(中国)有限公司,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,,,,,
recp7Q9koo,optH3Z20Kt,中国,,,单,乐事无限薯片,休闲零食,膨化食品,#小程序://大润发优鲜/segdYAVmYAaxG1h,DRF-0007J,DRF,0007,J,image.png,8.5,image.png,90g/罐,大润发,1752156078000,7.5,芭拿拿香蕉味,百事食品(中国)有限公司,百事食品(中国)有限公司北京分厂(QY)/武汉/德阳/佛山/临沂,image.png,,,,
recMsrroqE,opt00WEheh,中国,宁德,福建,单,盛耳炖炖好速食粥私房牛肉粥,方便速食,速食汤粥,https://chaoshi.detail.tmall.com/item.htm?id=773720182393&pisk=gPVEyzqS76CFNTVFqVcybjgvR4hK4Xjfx7iSrz4oRDmnN9KyazmaFwnIVRPrbrbKATBL4RruXviHOXtubuZsxWiIt08zVldQVJanqQr7PWZ7-DioEc4uOuzRJ4muquo7dO1bJyh-ZitPGsaKxuMdzkRkZAboo4gl5vv6JbbKZisfadTipMGuVvMT9Cvikc0HtvDl7c0xzb0n-bbZj4uvEHqoZN7ZJ2YH-DAHSP0SjHxnxBDgS4gnrBvnxNziX4coqb50-zAZlvbRneQZ86_F3mznbQAut_HE0On-W4PZCvmmIDAoC5uELm43gGrUcVV__xM6PGGgkRZn7j5eD2yguX0zwZvr4YPK_crViQ3TKkPiU5_RiyGEzxcoQUAu7ymsIWccihuTIywu9k8yZ2FQGYoxQaA-FfVjn-qeyZUit4q-H7sv9D4ukSejg6-x8R4q_gW22VVTQ7eeqLknWVof7N778Betf4kztLp-Ij3ZcwgBeLHnWVof7NJJeA0x7m_IR&rdcAreaId=310115104&rdcTimeEffectiveTagType=none&searchWord=%25E9%2580%259F%25E9%25A3%259F%25E6%25B1%25A4%25E7%25B2%25A5&skuId=5293017512563&smCaptainPrice=3781&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_8.ceac5885P1oQqu,MC-,MC,,,image.png,49.8,image.png,38g,猫超,1752156078000,37.81,牛肉味,福建盛耳食品有限公司,福建盛好生物科技有限公司,,,38g*6杯,,
recQSrpcqc,opth7B67Ks,中国,红河州个旧市,云南,混,青提牛奶,牛奶饮品,风味奶,https://chaoshi.detail.tmall.com/item.htm?id=889574168658&pisk=g6lryTiQuQdPafcyxrVF0-Ts9XN8Z7x6qXZQ-203PuquOLIFT2qqdUE7AxlU0VY8Vpp-YxonD8ZlN7sn0DibqbZ7Zk7EAmCSAYgux6oIRbiIruZ3Ko0nNDupyyqnxDrIFKOsy4FLthse1CgRmd_vz053tiY3yyaHl8XfyWY8tht6Tt_0e3NnA8ZTisX0Wo4lZ82Huo4_-Wj3xDq0nP41qWVnxEy05PBltu4uoS4_mMjhEzj0oya1x94ltEu0DyV3xbJir2f458YpQuduQU8bel0u06fNWzyk64WCT6WYr8qgno53hjzzUl0o_norfrcjgRwfRnNmWxiuu5RPXzkm774E9FXUYJl8goows6UxE0l0LjTps4Nz8RV33wfnu4qbnbVMsizxn4Mnw07FtzhS1JrT3efLdSc_IAmPJF30ZymLBXtOwu0nWfH__QSTzx0aggJVvrcx3XHPx9yukrr6uE8Iz_HYcyyEZ9BLn5U4fUa5p9eukrr6uEWdp-4TulT7P&rdcAreaId=310115104&rdcTimeEffectiveTagType=none&searchWord=%25E9%25A3%258E%25E5%2591%25B3%25E5%25A5%25B6&smCaptainPrice=3790&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_8.62ce5885H5YWym,MC-,MC,,,image.png,59.9,image.png,200ml,猫超,1752156078000,37.9,茉莉/青提,云南乍甸乳业有限公司,云南乍甸乳业有限公司,,image.png,8+8盒/箱,,
recajkRsJW,optAk9XsXH,中国,合肥,安徽,单,蜜瓜牛乳,牛奶饮品,风味奶,https://chaoshi.detail.tmall.com/item.htm?id=816128314453&pisk=ghBErkbWbJeUT-BUrhvr7CZfeT9pCp4b-TTWqgjkAeYHFW3rUgYNNkLBP1Wy7iqpR7Fdz17lWBTndpgl7a_6-9TBKUoPPNHCP6sHrY75V9_5xeTkZFjldaS8v3Ylra85O5wfvMpJErgzh-sKSSiTYaRHEV2GXnTot5O3tDI7xrabh8PnjLzUlasBDekM0nvkxeAHsl-k0UvoEYqwS3-xZ2bkElrw4nuntUYnIhxW0L0kt3vMsHKJxYYkxFqw2FDHELcPyMjoQnO32S8LKIrzUh8cxFko3mKet8sINYMSCHAHoCYsEC6wYB8cxtzN8ZtGCORX10a6IiC1-hJ4LqKFsiJH4TEmaURPpd8Nu-DJX6bFIQW_2-jBL3RDECooEGSH5CXHn-0wX1jCZ9QE4YxddtOykCroeQ9GhIfc80EAjpxlyIB7kvLhqiBAGKyEkH5G0dSru4KGB1WRT4cythKwllraVMkd6Ftya9c-wCvvbEZBAbhJthKwllrZwbdMDh8bAH1..&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E9%25A3%258E%25E5%2591%25B3%25E5%25A5%25B6&skuId=5684352851436&smCaptainPrice=2460&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_9.62ce5885H5YWym,MC-,MC,,,image.png,39.9,image.png,200ml,猫超,1752156078000,24.6,玫珑蜜瓜+哈密瓜,新希望乳业股份有限公司,安徽新希望白帝乳业有限公司,image.png,image.png,200ml*12,,
recqggqZOr,optOnAnSj3,中国,泰州,江苏,单,高蛋白肉脯,休闲食品,猪肉脯,https://chaoshi.detail.tmall.com/item.htm?id=733346630371&pisk=grxnyejkbe7Bl8AY9CSIu5VhdRg9RJs5CQERwgCr7151wvtKd_-MiQqL2LJpSTRJ1YMCvL5kZCC_96EdYgYl_QZdTXtRqQvyTpQF9vslzQRF8kCdyCvyaM7WJ_CdZgvWiAhxDmpBdg_EMjnx4bQVSiaU8TPRQOWRq9y9qwe2dgsrZRErkmvBOC2_E9WPQAXRF9rea6zNb16ULg5Fz5zN315P4Q5UQdW5HTzFzu5ZItW7Yk5PUP5NFTNFLQSrId51Ubqa4sxyfhlT3T13UHMvf9bhgp5eppKZgwaBp10n8hYG-slAsuryj9vkxASYm4C2l6QAgCoTxgvNECbv-jqHZLJXzNxuTvd2_UAPCFGursYypEt1J8zeI3fhuH7iqxpcxTRPrFG0D9jpSZxHRYNwLICHuM98nXpGoFbfQNyu8MLvH3_2YDVf6Z6ksZLnikAV4MzauBK4VOkJbza58O6GMP-dgYsCT4vsIA4jRwW1pjHiIza58O6GMADglW_FC9hA.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E7%258C%25AA%25E8%2582%2589%25E8%2584%25AF&skuId=5962893386115&smCaptainPrice=2790&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_1_1.1a40588557pUXV,MC-,MC,,,,49.9,image.png,500g,猫超,1752156078000,27.9,原味,三只松鼠（无为）有限责任公司,靖江市汇恒食品有限公司,image.png,,,,
rec7xCs3kF,optKe3IK8G,中国,萍乡,江西,单,芥末味绿蚕豆,休闲零食,坚果炒货,666復至₤dZsX4ZFZldt₴去>盒碼<查看【32.5元 盒马MAX 芥末味绿蚕豆 400g】,HM-0003A,HM,0003,A,6df4bacf-6061-4df7-aa4a-bca91d7af999.jpg,32.5,2166096b-b477-4547-826a-408443b97285.jpg,400g,盒马APP,1752156078000,,芥末味,,甘源食品股份有限公司,b7f99426-3a4d-4670-a9e1-76db3fad1e0d.jpg,,,,
rechCyOhs8,opt2Itygg7,中国,泰州,江苏,单,良品铺子炭烤金钱脯（烤肉）,休闲食品,猪肉脯,https://chaoshi.detail.tmall.com/item.htm?id=779558390491&pisk=gToEz3G7QHKEjIneZRqP_PsUJmZLrkAXt0N7EYDudWV3VeCP4YVZPpFQNVoz_xvLOULKaVlo6yNhAk1o_bG_tDNQx7WrNfIIN2M3ZglSFDGSKWNur5DoAbkJp8VoZbPSRFtjpvE8qI1ycnMKBevWzbz3EPXiB-j3ZFaH-9HWKIOXc38hIuReGbMC6w_g3-quKW43sdyu39qu-yVMQ825tajnZAva68CuZu2uSG2zKMqlxMxGj-whx9quZhqg68quZbqoaWHnEGyb-LL4dUoMci23ivVNqiWYLybSQasV0te3-S4gtg4sbJzUivm2_XlbIcialP6W1lDx5X2a0H5YLVD4x8oJnaPzzDEa_j-c2R3nTc4rfLKmdkyzou4NEgDZK5aixoxc_R3id4mKTTSupDibzSUwEgU7jmamoXWJHAq3EbUxVIILtYDxDqZ2YseESxrN4K58Ic3Z225lzy2TQS9wQLMFvVF_UzohyaUgDRPXdJ_Ryy2TQS9wQaQ8S-eaGpwC.&rdcAreaId=310115104&rdcTimeEffectiveTagType=halfday&searchWord=%25E7%258C%25AA%25E8%2582%2589%25E8%2584%25AF&smCaptainPrice=2761&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_5.1a40588557pUXV,MC-,MC,,,image.png,39.9,image.png,200g,猫超,1752156078000,27.61,原味,湖北良品铺子食品工业有限公司,靖江三阳食品科技有限公司,,image.png,,,
recxeBLvjI,optE6arGNO,中国,哈尔滨,黑龙江,单,上好佳田园薯片,休闲零食,膨化食品,#小程序://大润发优鲜/qOj10ZyiNt0FsQD,DRF-,DRF,,,image.png,6.6,image.png,80g/袋,大润发,1752156078000,,霸道榴莲味,上好佳（中国）有限公司,上好佳食品工业有限公司,image.png,,,,
recuQq3oGcTsbJ,optE6arGNO,中国,哈尔滨,黑龙江,单,上好佳田园薯片,休闲零食,膨化食品,#小程序://大润发优鲜/hRqZl9VkHvzFzKF,DRF-,DRF,,,image.png,6.6,image.png,80g/袋,大润发,1752156078000,,菠萝味,上好佳（中国）有限公司,上好佳食品工业有限公司,image.png,,,,
recuQq3oYPPov8,optE6arGNO,中国,哈尔滨,黑龙江,单,上好佳田园薯片,休闲零食,膨化食品,#小程序://大润发优鲜/RZD10vVSWP64uig,DRF-,DRF,,,image.png,6.6,image.png,80g/袋,大润发,1752156078000,,粉红西柚味,上好佳（中国）有限公司,上好佳食品工业有限公司,image.png,,,,
recuQq3thGxmTP,optE6arGNO,中国,哈尔滨,黑龙江,单,上好佳田园薯片,休闲零食,膨化食品,,DRF-,DRF,,,,6.6,,80g/袋,大润发,1752156078000,,,上好佳（中国）有限公司,上好佳食品工业有限公司,,,,,
recWy3UYSk,optwe2W9iR,中国,合肥,安徽,单,洽洽小黄袋每日坚果（全坚果款）,休闲零食,坚果炒货,666復至🗝0FVL4ZFOrf7✔去>盒碼<查看【83.9元 洽洽 小黄袋低GI每日坚果纯坚果 400g】,HM-0004A,HM,0004,A,ff9cc065-7399-4818-baa8-907a6e1d813f.jpg,83.9,f6a10134-5859-45b1-a902-ec59e378cc7e.jpg,20g/袋,盒马APP,1752156078000,,原味,,洽洽食品股份有限公司,,8989c255-1819-4479-bf9d-57c9fd7bddd7.jpg,20*20g/箱,,
recjKpZaZX,optFxkV2nH,中国,泰州,江苏,单,来伊份高蛋白肉脯自然片,休闲食品,猪肉脯,https://chaoshi.detail.tmall.com/item.htm?id=793919661168&pisk=g7zZrYwjTNQZnpaNnX02LDTZXzgtVVX5IrMjiSVm1ADilGp2uSDUc1HshkzqL7ftCiIT3ky0pcMM5V90L-wIIPMsSxR4hJL_hlNinEybGPwbsAMmmvV05-PA6jD0n-kbfM_7653xoT9VPaNT9Gff0RoDSwfmNbTGOcxB6qftoT65uHOnXOg0hc9R5HxnwvcMScDGTvcS_qcijFfEKjlJmd2mo65EifDmnjmD-DctMqvMjAbn-fGWmfmiiBfEMvYioqcyx5VD8biGMgl10yxl_xkusv8DzQhZjZNpcUTWTfmiEDDyoDaE_ckuszWUQ8G3RyoSAI6I-7EQIXuP7Lhax7uigrCk0xo4W2kUUaYx9l2a-mzCMaVs7joooDRDoWPidD4iravE9kV_mPewgEcT5ziqeD5Dkmg3P0quQIC8tVc0H0UfeFHgi7U8V47wefr3a2SzuKh3JkzYbKxqjXhEF65FG58TvvGq0PxvDD0-TY1s1nKxjXhEF65eDnnnwXk51f1..&rdcAreaId=310115104&rdcTimeEffectiveTagType=none&searchWord=%25E7%258C%25AA%25E8%2582%2589%25E8%2584%25AF&skuId=5418515944517&smCaptainPrice=3651&smPriceChannel=supermarketSearch&smSourceChannel=supermarketSearch&sourceFrom=supermarket-search&spm=a3204.30010050.item-feeds.d_2_6.1a40588557pUXV,MC-,MC,,,image.png,69.9,image.png,520g,猫超,1752156078000,36.51,原味,上海来伊份股份有限公司,靖江三阳食品有限公司,image.png,,,,
recj7mo3kR,optxJNIIFD,中国,漳州,福建,单,爆汁牛筋肉肠,休闲零食,肉类小食,666復至₴EHfT4ZFBg7t🗝去>盒碼<查看【54元 盒马MAX 原味牛筋肉肠 560g】,HM-0005A,HM,0005,A,067ff282-8ed1-4273-a6b7-173dfe310e80.jpg,54,b25763be-8662-4440-96d4-df6445458b49.jpg,560g,盒马APP,1752156078000,,原味,上海盒马物联网有限公司,龙海市新信达食品有限公司,773240e2-3383-44b4-a7a4-6947bf8e3aa1.jpg,,,,
recuq6odXt,optsSjZcuf,中国,佛山,广东,混,开心果仁（蒜香风味&海盐风味）,休闲零食,坚果蜜饯,,SM-,SM,,,cb73b472-46f6-4678-9217-4be3c1b5a067.jpg,106.9,bd0d9b28-fb70-4d78-a7a5-e9fdbe0e8a7b.jpg,,山姆APP,1752156078000,,蒜香风味&海盐风味,,,,,420g,,
recEY0ZC9N,optcQBlrKv,中国,烟台,山东,单,苹果干,休闲零食,坚果蜜饯,,SM-,SM,,,997e2263-52c1-4666-b353-af218000175a.jpg,56.9,90f5b07a-5e86-416c-954d-d523611bf2cf.jpg,560g,山姆APP,1752156078000,,,,,,,,,
recwiwt7Yo,optkAkwWal,泰国,,,单,Calbee牌Jagabee淡盐味薯条,休闲零食,薯片膨化,,SM-,SM,,,74accead-0583-444a-8df2-558666661144.jpg,85.9,68c1a3ec-9301-4cb4-91b9-62650816763f.jpg,15g,山姆APP,1752156078000,,淡盐味,,,,,15g*40袋,1928c097-ebf1-4e91-b90b-2fdaedfc03e2.jpg,
recRfLGoB9,optZj3FOep,中国,漳州,福建,单,每日黑巧鲜萃黑巧巧克力制品（香醇榛子味）,休闲零食,巧克力,,SM-,SM,,,b595ae11-e51e-4a3c-958b-a62088d31521.jpg,99.9,d37470c8-124d-48b4-b632-5009d6f7d68e.jpg,15g,山姆APP,1752156078000,,香醇榛子味,,,,941f79c4-5006-48ca-9737-e1ed1905ba8e.jpg,15g*13,,
recPcj2J2z,optu5litdc,中国,半顶山,河南,单,宝丰自由爱（白酒）,酒水饮料,酒水饮料,,PDL-,PDL,,,,450,微信图片_2025-07-09_130138_891.png,500ml,胖东来,1752156078000,,,许昌市胖东来超市有限公司,宝丰酒业有限公司,微信图片_2025-07-09_130144_437.png,微信图片_2025-07-09_130134_596.png,6瓶/箱,,
recdNEzVxJ,optcoQYUOQ,泰国,,,单,椰子水,酒水饮料,果汁/植物饮,,SM-,SM,,,a6f8982f3dd936fce0617475c4a06f83_compress.jpg,64.9,bbcf14658c6a5f57a0624d6e2de4b9d1_compress.jpg,200ml,山姆APP,1752156078000,,,,,,a9b479fca2a9a8c23a0e81d5513cc114_compress.jpg,200ml*24,,
recZKuhdMR,optpc65cYP,中国,杭州,浙江,单,精酿黑啤酒,酒水饮料,酒水饮料,,PDL-,PDL,,,微信图片_2025-07-09_130554_674.png,57,微信图片_2025-07-09_130550_540.png,500ml,胖东来,1752156078000,57,,许昌市胖东来超市有限公司,杭州千岛湖啤酒有限公司,,微信图片_2025-07-09_130550_540.png,12罐/箱,,
recfgjPAKS,opt5qRpuJN,中国,杭州,浙江,单,精酿小麦啤酒,酒水饮料,酒水饮料,,PDL-,PDL,,,微信图片_2025-07-09_131045_527.png,45,微信图片_2025-07-09_131042_028.jpg,500ml,胖东来,1752156078000,45,,许昌市胖东来超市有限公司,杭州千岛湖啤酒有限公司,,微信图片_2025-07-09_131042_028.jpg,12罐/箱,,
rechixM3PZ,opt5qRpuJN,中国,杭州,浙江,单,精酿小麦啤酒,酒水饮料,酒水饮料,,PDL-,PDL,,,微信图片_2025-07-09_131308_010.png,60,微信图片_2025-07-09_131304_588.png,330ml,胖东来,1752156078000,60,,许昌市胖东来超市有限公司,杭州千岛湖啤酒有限公司,,,24罐/箱,,
recTGdUQ8q,optMcUjB0p,中国,漳州,福建,单,海鳗鱼干,休闲食品,休闲食品,,PDL-,PDL,,,微信图片_2025-07-09_131534_362.jpg,9.9,微信图片_2025-07-09_131527_522.jpg,40g,胖东来,1752156078000,9.9,原味,许昌市胖东来超市有限公司,福建嘉荣食品有限公司,微信图片_2025-07-09_131531_019.jpg,,,,
recnrLbrbJ,opt72TvFpj,泰国,,,单,椰子饮料,酒水饮料,果汁/植物饮,,SM-,SM,,,椰子水3-标.jpg,89,2d24cc9ceabe2a0373af9fe462f40203_compress.jpg,310ml,山姆APP,1752156078000,,,,,,e322e35c2cae4f1e144780a69c166dcd_compress.jpg,310ml*24,,
recswJFWrN,opty5B60De,中国,漳州,福建,单,鮟鱇鱼干,休闲食品,休闲食品,,PDL-,PDL,,,微信图片_2025-07-09_131813_516.jpg,9.9,微信图片_2025-07-09_131804_395.jpg,40g,胖东来,1752156078000,9.9,原味,许昌市胖东来超市有限公司,福建嘉荣食品有限公司,微信图片_2025-07-09_131807_899.jpg,,,,
recyTJMNtJ,optS9I4Mws,中国,漳州,福建,单,鳕鱼干香辣味,休闲食品,休闲食品,,PDL-,PDL,,,微信图片_2025-07-09_132226_090.jpg,9.9,微信图片_2025-07-09_132217_668.jpg,40g,胖东来,1752156078000,9.9,香辣味,许昌市胖东来超市有限公司,福建嘉荣食品有限公司,微信图片_2025-07-09_132221_805.jpg,,,,
recjulYPLB,optLNPyLHP,中国,上海/滁州,上海/安徽,单,佳果源100%NFC黑钻凤梨汁,酒水饮料,果汁/植物饮,,SM-,SM,,,凤梨汁1-标.jpg,109.9,凤梨汁1-正.jpg,330ml,山姆APP,1752156078000,,,上海佳果源食品科技有限公司,上海爱之味食品有限公司（A）/滁州华冠饮料有限公司（H）,,凤梨汁1-外.jpg,330ml*10,,
recEPv0sT6,optYAy48MD,中国,壮族自治区,广西,单,红心火龙果干,休闲零食,坚果蜜饯,#小程序://山姆会员商店SamsClub/FKGcqGk9bfSNf3q,SM-,SM,,,4a7b8c32-30ee-47a4-a5e9-70d7789e26a3.jpg,59.9,1fdc25d8-0176-4666-af78-5c2afcad4b18.jpg,400g,山姆APP,1752156078000,,,杭州郝姆斯食品有限公司,广西粒籽食品有限公司,,,,,
rec03L0cs9,optYdPjgYo,中国,安阳,河南,混,鲜萃冻干榛果,休闲零食,坚果蜜饯,,SM-,SM,,,6a76f97e-f3f2-44fd-bb19-a8e046885fa2.jpg,79.9,e5852733-297e-4ff7-825a-6aff3c427362.jpg,260g,山姆APP,1752156078000,,,,甘源食品（安阳）有限公司,,,,,
recmHvp5XE,optCDdbOF0,中国,杭州,浙江,单,绿盛麻辣牛肉,休闲零食,肉干小食,#小程序://大润发优鲜/sHqQk0NDqi6PK0G,DRF-,DRF,,,image.png,11.8,image.png,55g,大润发,1752156078000,10.5,麻辣味,,,,,,,
recvE8MmK8,optomXsxS2,中国,杭州,浙江,单,绿盛牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/UyBYycdDhiHuTXf,DRF-,DRF,,,image.png,10.5,image.png,30g,大润发,1752156078000,,五香味,农夫与海（杭州）食品有限公司,杭州绿盛集团有限公司,image.png,,,,
rec44iYdJE,optnVvHTOX,中国,杭州/白山,浙江/吉林,单,养生堂白桦树汁,酒水饮料,果汁/植物饮,,SM-,SM,,,白桦树汁1-标.jpg,129.9,白桦树汁1-正.jpg,300ml,山姆APP,1752156078000,,,农夫山泉股份有限公司,农夫山泉（建德）新安江饮用水有限公司/农夫山泉抚松长白山饮料有限公司,白桦树汁1-后.jpg,白桦树汁1-外.jpg,300ml*15,,
recRPLG1Yf,optHWzMqRZ,中国,合肥,安徽,单,松茸酥心葵花籽仁,休闲零食,坚果蜜饯,,SM-,SM,,,62eea51b-103b-4f9f-953b-9f11a02795ee.jpg,79.9,62a97d72-1b33-44d5-a8e0-0a0bbc87547a.jpg,500g,山姆APP,1752156078000,,,,洽洽食品股份有限公司,,,,,
recgPbHy8z,opt4jisahB,中国,上海,上海,单,家乐麻辣海鲜捞汁调味料,调料,凉拌汁系列,家乐捞汁小海鲜料汁麻辣卤汁冷泡汁辣鲜露0脂凉拌海鲜捞汁调料,TM-0001A,TM,0001,A,,14.54,33.jpg,245g/瓶,天猫旗舰店,1752156078000,14.54,麻辣味,,联合利华食品（中国）有限公司,,,,,
rechYPCOY4,optCVS244N,,,,单,绿盛秘芝牛肉,休闲零食,肉干小食,#小程序://大润发优鲜/4WoMxuLhCGvl9Ex,DRF-,DRF,,,image.png,33.9,image.png,100g,大润发,1752156078000,,芝香味,,,image.png,,,,产品背面模糊
recTQqfDnH,opt9fxkFFF,中国,佛山,广东,混,坚果什锦脆（什锦果仁）,休闲零食,坚果蜜饯,,SM-,SM,,,aaf0ac83-c321-4468-903b-c2bfc536c897.jpg,77.9,dd97f563-e743-4053-b146-105ee3a952de.jpg,900g,山姆APP,1752156078000,,蜂蜜芥末味&墨西哥辣椒柠檬味,,,,,,,
recybVoM3e,opttV0ELcM,中国,汕头,广东,单,煌记榛子花生酱夹心薄饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,微信图片_2025-07-09_141202_691.jpg,13.9,image.png,128g,大润发,1752156078000,13.9,花生味,煌记（香港）有限公司,广东煌记食品有限公司,,,,,
reckmv9CK1,optRTXKoNP,中国,嘉兴,浙江,单,荷美尔轻享薄切牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/PDBXthBvZu37TEd,DRF-,DRF,,,image.png,17.9,image.png,35g,大润发,1752156078000,,一抹咸香,荷美尔（中国）投资有限公司,嘉兴荷美尔食品有限公司,image.png,,,,
recvVFNVbS,optT6XwfHL,中国,,河北,单,好丽友好多鱼,休闲追剧,追剧饼干,,LSHM-0002A,LSHM,0002,A,,2.9,,21g/盒,零食很忙,1752156078000,2.9,茄汁味,,,,,,,
recQ6UHvvP,optP3fQM1H,中国,上海,上海,单,格力高百醇,休闲追剧,追剧饼干,,LSHM-0001A,LSHM,0001,A,,5.9,11.jpg,48g/盒,零食很忙,1752156078000,5.9,抹茶慕斯味,上海江崎格力高食品有限公司,上海江崎格力高闵发食品有限公司/上海江崎格力高南奉食品有限公司,,,,,
recFDJdnDw,optOfN3LLQ,韩国,,,单,乐天夹心饼干,休闲零食,饼干曲奇,,DRF-,DRF,,,微信图片_2025-07-09_142455_131.jpg,8.9,image.png,105g,大润发,1752156078000,8.9,菠萝味,,,,,,,
rechgC5KR5,optnm9ZNsr,中国,上海,上海,单,喜茶羽衣甘蓝青瓜复合果蔬汁饮料,酒水饮料,果汁/植物饮,,SM-,SM,,,羽衣甘蓝果蔬汁1-标.jpg,89.9,羽衣甘蓝果蔬汁1-正.jpg,330ml,山姆APP,1752156078000,,,喜小瓶茶饮（珠海）有限责任公司,上海紫泉饮料工业有限公司,羽衣甘蓝果蔬汁1-后.jpg,羽衣甘蓝果蔬汁1-外.jpg,330ml*12,,
reczHsFl5r,optLoAt9EK,越南,,,单,意式风味混合坚果（熟制坚果与籽类食品）,休闲零食,坚果蜜饯,,SM-,SM,,,4ee85671-b3e2-4f41-bd29-ab743eb9701c.jpg,69.9,74c49398-72a7-4e27-8141-ccc618e6d5d5.jpg,30g,山姆APP,1752156078000,59.9,意式风味,,,64f8845d-d8c8-4362-b8e4-708386075792.jpg,74c49398-72a7-4e27-8141-ccc618e6d5d5.jpg,30g*15,,
recXL3HKiL,opt8TkryrX,中国,苏州,江苏,混,奥利奥缤纷口味礼盒,休闲零食,饼干曲奇,#小程序://大润发优鲜/sBnCurtr0vyigii,DRF-,DRF,,,微信图片_2025-07-09_143753_721.jpg,17.5,微信图片_2025-07-09_143707_905.jpg,388g/盒,大润发,1752156078000,15,原味*4+（树莓味+蓝莓味）*4+（水晶葡萄味+水蜜桃味）*4+冰淇淋抹茶味*4+白桃乌龙味*4,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,,20包/盒,,
reczFGpNPF,optf6efO6i,中国,,浙江,单,太丰卤牛肉干,休闲零食,肉干小食,#小程序://大润发优鲜/fl9ENae2XyKexky,DRF-,DRF,,,image.png,24.9,image.png,90g,大润发,1752156078000,,卤味,,浙江丰隆食品加工有限公司,,,,,
recDiRlHdz,optXTYHYZD,中国,阜阳,安徽,单,百草味安格斯牛排脆,休闲零食,肉干小食,#小程序://大润发优鲜/sSb04uwxXdP6OpK,DRF-,DRF,,,image.png,19.9,image.png,27g,大润发,1752156078000,17.4,热辣味,杭州赫姆斯食品有限公司,阜阳市尚源食品有限公司,image.png,,,,
recHFaHf45,optCuhgMR0,中国,滨州,山东,混,高膳食纤维山楂棒,休闲零食,坚果蜜饯,,SM-,SM,,,c92442a9-3b83-4555-8527-a5893a73deef.jpg,49.9,13f61941-220b-440b-8016-28fc3fc834ed.jpg,750g,山姆APP,1752156078000,,原味/草莓味/黄桃味,,,,,,,
recT0Doo2W,optBqdhdEw,中国,苏州,江苏,单,奥利奥原味夹心饼干,休闲零食,饼干曲奇,#小程序://大润发优鲜/4RD009WukyS5pYf,DRF-,DRF,,,微信图片_2025-07-09_144456_019.jpg,15.9,微信图片_2025-07-09_144425_873.jpg,349g,大润发,1752156078000,13.4,原味,亿滋食品企业管理（上海）有限公司,亿滋食品（苏州）有限公司,image.png,image.png,12包/袋,,
recqHY5CEk,optFnoUDhN,,,,单,智利无核西梅干,休闲零食,坚果蜜饯,,SM-,SM,,,4ef2a233-0d50-4276-a93e-724936af8e6a.jpg,56.9,5cbb18cb-eaaa-4456-8a41-a1a2acdd7e59.jpg,800g,山姆APP,1752156078000,,,,,,,,,
